Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Part of Target Population,Main Supervising District,Recidivism - Return to Prison,Release Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,140,Aggravated Misdemeanor,Public Order,OWI
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,142,Aggravated Misdemeanor,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,142,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,No,Interstate Compact,Yes,Parole,145,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,152,Aggravated Misdemeanor,Public Order,Alcohol
2011,2014,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,152,Serious Misdemeanor,Public Order,OWI
2011,2014,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,Yes,2JD,Yes,Parole,154,Serious Misdemeanor,Public Order,OWI
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,5JD,Yes,Parole,156,D Felony,Violent,Assault
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,156,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,157,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,158,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,2JD,Yes,Parole,158,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Stolen Property,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,160,D Felony,Property,Vandalism
2011,2014,American Indian or Alaska Native - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,161,D Felony,Property,Burglary
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,161,Aggravated Misdemeanor,Property,Theft
2011,2014,Black - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,162,D Felony,Public Order,Other Public Order
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,165,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,169,D Felony,Property,Burglary
2011,2014,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,169,Serious Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,170,D Felony,Public Order,OWI
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,170,Serious Misdemeanor,Drug,Drug Possession
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,172,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,173,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,No,5JD,Yes,Special Sentence,173,Aggravated Misdemeanor,Violent,Kidnap
2011,2014,Black - Non-Hispanic,45-54,Serious Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,178,Aggravated Misdemeanor,Public Order,Alcohol
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,180,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,180,Felony - Enhancement to Original Penalty,Drug,Trafficking
2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,181,Aggravated Misdemeanor,Public Order,Alcohol
2011,2014,White - Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,181,D Felony,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,185,D Felony,Violent,Assault
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,Interstate Compact,Yes,Parole,188,D Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,190,D Felony,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,191,D Felony,Public Order,Weapons
2011,2014,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,1JD,Yes,Parole,193,Aggravated Misdemeanor,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,201,Felony - Enhancement to Original Penalty,Drug,Trafficking
2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,No,8JD,Yes,Parole,202,D Felony,Property,Burglary
2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,203,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,204,D Felony,Violent,Assault
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,207,C Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,209,D Felony,Public Order,OWI
2011,2014,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,Yes,1JD,Yes,Parole,209,Serious Misdemeanor,Violent,Assault
2011,2014,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,5JD,Yes,Parole,209,C Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,210,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,210,Aggravated Misdemeanor,Public Order,OWI
2011,2014,White - Non-Hispanic,Under 25,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,211,D Felony,Public Order,Other Public Order
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,Yes,1JD,Yes,Parole,211,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,212,D Felony,Violent,Assault
2011,2014,White - Non-Hispanic,55 and Older,Serious Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,217,Aggravated Misdemeanor,Public Order,OWI
2011,2014,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,217,Aggravated Misdemeanor,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,219,D Felony,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,35-44,D Felony,Property,Arson,Parole,Yes,1JD,Yes,Parole,220,D Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Yes,4JD,Yes,Parole,221,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,221,D Felony,Public Order,Traffic
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,Yes,5JD,Yes,Parole,224,D Felony,Property,Theft
2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,225,Aggravated Misdemeanor,Public Order,Traffic
2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,227,Aggravated Misdemeanor,Property,Theft
2011,2014,Black - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,227,D Felony,Public Order,Other Public Order
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,227,D Felony,Property,Theft
2011,2014,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,227,D Felony,Public Order,Weapons
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,230,D Felony,Violent,Assault
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,230,D Felony,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,230,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,231,D Felony,Drug,Drug Possession
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,2JD,Yes,Parole,231,Aggravated Misdemeanor,Property,Burglary
2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,2JD,Yes,Parole,231,D Felony,Drug,Drug Possession
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,Yes,5JD,Yes,Parole,232,D Felony,Public Order,OWI
2011,2014,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,232,D Felony,Public Order,OWI
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,234,Felony - Enhancement to Original Penalty,Public Order,Traffic
2011,2014,White - Non-Hispanic,25-34,D Felony,Violent,Murder/Manslaughter,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,234,Aggravated Misdemeanor,Property,Forgery/Fraud
2011,2014,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,236,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,,Yes,Parole,237,C Felony,Property,Burglary
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,8JD,Yes,Parole,238,D Felony,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,238,Felony - Enhancement to Original Penalty,Drug,Trafficking
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,5JD,Yes,Parole,238,C Felony,Property,Burglary
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Traffic,Parole,Yes,2JD,Yes,Parole,240,Aggravated Misdemeanor,Property,Theft
2011,2014,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,240,Aggravated Misdemeanor,Drug,Drug Possession
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,241,Felony - Enhancement to Original Penalty,Public Order,Other Public Order
2011,2014,White - Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,243,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,2JD,Yes,Parole,244,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,245,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,7JD,Yes,Parole,252,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,25-34,Special Sentence 2005,Violent,Sex,Parole,Yes,2JD,Yes,Parole,253,Serious Misdemeanor,Public Order,Traffic
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,254,C Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Vandalism,Parole,Yes,6JD,Yes,Parole,256,D Felony,Violent,Assault
2011,2014,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,257,D Felony,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,258,D Felony,Public Order,Other Public Order
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,258,D Felony,Violent,Assault
2011,2014,White - Non-Hispanic,Under 25,C Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,259,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Hispanic,25-34,D Felony,Public Order,OWI,Parole,Yes,5JD,Yes,Parole,260,C Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,260,Aggravated Misdemeanor,Property,Theft
2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,261,Aggravated Misdemeanor,Public Order,Alcohol
2011,2014,White - Non-Hispanic,35-44,C Felony,Violent,Sex,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,261,Aggravated Misdemeanor,Public Order,Other Public Order
2011,2014,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,262,D Felony,Property,Theft
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,264,D Felony,Public Order,Traffic
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,265,D Felony,Property,Theft
2011,2014,Black - Non-Hispanic,45-54,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,266,Aggravated Misdemeanor,Property,Forgery/Fraud
2011,2014,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,268,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,269,D Felony,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,269,Felony - Enhancement to Original Penalty,Property,Theft
2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,274,D Felony,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,35-44,C Felony,Violent,Sex,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,274,D Felony,Public Order,Other Public Order
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,7JD,Yes,Parole,275,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,275,D Felony,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,275,D Felony,Public Order,Prostitution/Pimping
2011,2014,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,2JD,Yes,Parole,275,D Felony,Property,Vandalism
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,277,C Felony,Property,Arson
2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,Yes,4JD,Yes,Parole,278,D Felony,Property,Burglary
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,278,D Felony,Public Order,Weapons
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,280,D Felony,Drug,Drug Possession
2011,2014,Black - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,280,D Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,281,Aggravated Misdemeanor,Property,Burglary
2011,2014,Black - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,Yes,7JD,Yes,Parole,281,D Felony,Property,Burglary
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,282,Aggravated Misdemeanor,Violent,Assault
2011,2014,White - Non-Hispanic,55 and Older,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,285,D Felony,Drug,Drug Possession
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,286,Serious Misdemeanor,Public Order,Flight/Escape
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,7JD,Yes,Parole,286,D Felony,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,287,C Felony,Property,Theft
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Kidnap,Parole,No,,Yes,Parole,287,D Felony,Drug,Drug Possession
2011,2014,White - Non-Hispanic,35-44,Serious Misdemeanor,Public Order,OWI,Parole,Yes,2JD,Yes,Parole,288,B Felony,Drug,Trafficking
2011,2014,Black - Non-Hispanic,55 and Older,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,290,D Felony,Property,Forgery/Fraud
2011,2014,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,5JD,Yes,Parole,292,D Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,292,Felony - Enhancement to Original Penalty,Drug,Trafficking
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,292,C Felony,Property,Theft
2011,2014,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,Yes,7JD,Yes,Parole,294,D Felony,Public Order,Traffic
2011,2014,White - Hispanic,45-54,D Felony,Public Order,OWI,Parole,Yes,2JD,Yes,Parole,295,Aggravated Misdemeanor,Public Order,Traffic
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,296,D Felony,Drug,Trafficking
2011,2014,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,297,D Felony,Property,Burglary
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,302,Aggravated Misdemeanor,Public Order,Traffic
2011,2014,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,302,C Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,302,C Felony,Property,Theft
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,303,C Felony,Drug,Trafficking
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,304,D Felony,Drug,Trafficking
